Name,Team,Season,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,closer war,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,ESPN,PPF,PF_inverse,Predicted_Ridge_ERA,New_ridge_ERA,Normalized_New_ridge_ERA,lasso_Predicted_ERA,New_Lasso_ERA,Normalized_New_Lasso_ERA,Predicted_Elastic_ERA,New_Elastic_ERA,Normalized_New_Elastic_ERA,Predicted_ERA_XGBoost,New_xgboost_ERA,Normalized_New_xgboost_ERA
켈리,LG,24,2.2,19,19,0,2,2,1,5,8,0,0,113.2,57,65,65,495,131,18,1,13,25,6,0,69,4,0,9,4.51,5.15,5.15,5.28,4.89,1.37,5.46,1.98,2.76,1.03,13.9,5.1,8.9,0.313,67.4,3.65,4.33,-0.37,94.69,100.36,104.22,0.29,0.331,0.421,0.752,1813,95.4,16,3.66,11,57.9,3,15.8,2,0,0,47,3.7,10,9,52.6,0,0,2,0,0,5.98,95.42,0.18,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,2,0,0,0,0,0,377,41,4.3,49.1,53.4,5.6,0.8,6.2,6.1,0.919056,0.9735,1.027221366,104.2011532,107.0376509,0.360213057,104.2594676,107.0975527,0.357775596,104.2594676,107.0975527,0.357775596,95.73502,98.34106163,0.316874424
고영표,KT,22,6.13,28,28,0,1,1,1,13,8,0,0,182.1,66,69,67.45,758,191,31,3,7,23,16,1,156,7,0,1,3.26,3.41,3.33,3.21,2.75,1.17,7.7,1.14,6.78,0.35,20.6,3,17.5,0.335,73.2,2.36,3.29,0.51,76.5,67.3,64.53,0.269,0.306,0.351,0.657,2617,93.5,14.4,3.45,21,75,13,46.4,0,0,0,79,3.9,16,11,59.3,0,0,11,3,27.3,6.51,93.46,2.89,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,11,3,27.3,0,0,0,550,57.7,3.6,35.9,39.4,2.8,1.5,3.2,6.3,1.074227,1.058,0.945179584,66.95135405,63.28105298,0.146115483,66.95703668,63.28642409,0.145376489,66.95703668,63.28642409,0.145376489,74.49465,70.410824,0.157781075
소형준,KT,22,5.39,27,27,0,0,0,0,13,6,0,0,171.1,58,68,66.6,703,158,16,6,8,39,5,1,117,11,0,6,3.05,3.57,3.5,3.39,3.41,1.15,6.15,2.05,3,0.42,16.6,5.5,11.1,0.285,70.2,2.92,4.07,-0.36,71.54,71.08,80.08,0.243,0.291,0.324,0.615,2499,92.6,14.6,3.55,18,66.7,11,40.7,1,0,0,92,4.8,16,10,61.5,0,0,6,3,50,6.35,92.56,2.34,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,6,3,50,0,0,0,526,58.3,4.1,34.5,38.6,3.1,1.5,3.8,13.9,1.074227,1.058,0.945179584,73.01426468,69.01159233,0.174154559,73.08385986,69.07737227,0.17345137,73.08385986,69.07737227,0.17345137,71.0076,67.11493278,0.139007358
벤자민,KT,22,3.48,17,17,0,0,0,0,5,4,0,0,96.2,29,34,34,385,75,9,1,11,24,4,2,77,6,1,3,2.7,3.17,3.17,3.02,4.04,1.02,7.17,2.23,3.21,1.02,20,6.2,13.8,0.242,78.4,2.77,3.75,-1.34,63.4,63.32,94.98,0.216,0.27,0.342,0.612,1449,85.2,15,3.76,11,64.7,4,23.5,4,0,0,40,3.7,12,5,70.6,0,0,6,0,0,5.69,85.24,1.76,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,6,0,0,0,0,0,265,43.6,7.1,46.1,53.2,3.2,0.8,7.4,5.3,1.074227,1.058,0.945179584,64.42793841,60.89597203,0.134445471,64.24383733,60.72196345,0.132943822,64.24383733,60.72196345,0.132943822,65.30877,61.72851534,0.1083258
쿠에바스,KT,23,5.19,18,18,0,0,0,0,12,0,0,0,114.1,33,33,31.65,460,95,10,2,4,24,2,1,100,2,0,5,2.6,2.6,2.49,2.39,2.78,1.04,7.87,1.89,4.17,0.32,21.7,5.2,16.5,0.28,76.5,2.44,3.42,-0.19,59.79,49.15,64.08,0.224,0.266,0.285,0.551,1666,92.6,14.6,3.62,14,77.8,10,55.6,1,0,0,74,5.8,14,4,77.8,1,1,7,3,42.9,6.35,92.56,3.16,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,7,3,42.9,0,0,0,325,40.7,4.2,51.5,55.7,3.6,0.7,2.2,5.3,1.101362,1.0741,0.93101201,51.89514471,48.31500299,0.072887784,51.90074188,48.32021402,0.072819361,51.90074188,48.32021402,0.072819361,58.449936,54.41759232,0.066682072
벤자민,KT,23,3.66,29,29,0,0,0,0,15,6,0,0,160,63,79,76.95,684,149,23,1,12,45,3,1,157,13,0,11,3.54,4.44,4.33,4.23,3.14,1.21,8.83,2.53,3.49,0.68,23,6.6,16.4,0.298,65.6,2.39,3.44,0.4,81.57,87.05,72.37,0.24,0.292,0.338,0.63,2636,90.9,16.5,3.85,11,37.9,5,17.2,10,0,2,122,6.9,20,8,71.4,0,2,11,4,36.4,5.52,90.9,0.81,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,11,4,36.4,0,0,0,459,48,5,43.8,48.9,3.1,1,5.1,11.4,1.101362,1.0741,0.93101201,85.73510601,79.82041338,0.227041266,86.00847608,80.0749242,0.226768193,86.00847608,80.0749242,0.226768193,84.32704,78.50948853,0.203911855
쿠에바스,KT,24,5.06,31,31,0,0,0,0,7,12,0,0,173.1,79,86,86,737,158,36,3,17,59,7,4,154,11,1,11,4.1,4.47,4.47,4.34,4.25,1.25,8,3.06,2.61,0.88,20.9,8,12.9,0.285,69,3.2,3.85,-0.15,81.28,78.01,85.66,0.24,0.306,0.381,0.687,2856,92.1,16.5,3.88,19,61.3,7,22.6,2,0,0,103,5.3,14,16,46.7,0,0,5,0,0,5.59,92.13,5.06,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,5,0,0,0,0,0,495,41.2,7.9,48,55.9,2.9,0.7,5.9,4.4,1.054767,1.0389,0.96255655,88.90982955,85.58073881,0.255226082,88.85268513,85.52573407,0.253194062,88.85268513,85.52573407,0.253194062,83.30603,80.18676511,0.213465786
엄상백,KT,24,3.93,29,29,0,0,0,0,13,10,0,0,156.2,85,88,85.4,675,164,26,3,26,42,7,0,159,3,0,2,4.88,5.06,4.91,4.74,4.61,1.31,9.13,2.41,3.79,1.49,23.6,6.2,17.3,0.317,70.6,2.75,3.32,0.28,96.75,85.15,92.76,0.266,0.318,0.445,0.763,2716,93.7,17.3,4.02,9,31,2,6.9,10,0,0,96,5.5,18,11,62.1,0,0,9,4,44.4,5.4,93.66,3.93,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,9,4,44.4,0,0,0,436,36.6,7.5,52.7,60.2,3.2,0.6,9.3,5.5,1.054767,1.0389,0.96255655,97.93994058,94.27273133,0.297755314,97.82568336,94.16275229,0.29506687,97.82568336,94.16275229,0.29506687,97.79662,94.13478028,0.292915036
벤자민,KT,24,3.19,28,28,0,0,0,0,11,8,0,0,149.2,77,90,86.65,639,141,25,4,28,48,4,2,156,12,0,4,4.63,5.41,5.21,5.11,4.88,1.26,9.38,2.89,3.25,1.68,24.4,7.5,16.9,0.285,66.9,2.75,3.37,-0.25,91.74,91.72,98.18,0.244,0.305,0.447,0.752,2507,89.5,16.8,3.92,10,35.7,5,17.9,7,0,0,105,6.3,16,12,57.1,0,0,17,6,35.3,5.35,89.54,3.19,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,17,6,35.3,0,0,0,397,45.5,3.9,47.1,51,3.5,0.9,12.7,7.8,1.054767,1.0389,0.96255655,104.4416992,100.5310416,0.328376732,104.3793682,100.4710446,0.325649867,104.3793682,100.4710446,0.325649867,94.69389,91.14822739,0.275903341
곽빈,Doosan,22,3.27,27,27,0,0,0,0,8,9,0,0,147.2,62,69,64.85,645,143,30,0,13,60,11,1,138,7,1,9,3.78,4.21,3.95,4.13,3.99,1.37,8.41,3.66,2.3,0.79,21.4,9.3,12.1,0.313,74,3.03,3.95,-0.21,97.64,95.27,102.99,0.253,0.335,0.375,0.71,2565,95,17.4,3.98,10,37,4,14.8,11,0,0,61,3.7,10,17,37,0,0,23,7,30.4,5.47,95,0.64,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,23,7,30.4,0,0,0,416,37.6,8.5,51.6,60.1,2.3,0.6,5,6.3,0.831615,0.9085,1.100715465,84.73784041,93.27225142,0.292860045,84.54167123,93.05632497,0.28970284,84.54167123,93.05632497,0.28970284,79.68778,87.71357434,0.256339223
최원준,Doosan,22,3.23,30,30,0,0,0,0,8,13,0,0,165,66,80,76.7,713,183,31,2,21,37,7,0,113,10,1,1,3.6,4.36,4.18,4.35,4.41,1.33,6.16,2.02,3.05,1.15,15.8,5.2,10.7,0.306,74.2,3.02,4.12,-0.81,93.02,100.43,114.03,0.279,0.321,0.428,0.749,2755,91.8,16.7,3.86,16,53.3,2,6.7,6,0,0,79,4.3,10,20,33.3,0,0,20,6,30,5.5,91.83,0.29,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,20,6,30,0,0,0,529,32,7.4,58.3,65.6,2.3,0.5,5.8,6.6,0.831615,0.9085,1.100715465,89.15116335,98.13006423,0.316628939,88.89047318,97.84311853,0.312909517,88.89047318,97.84311853,0.312909517,92.8962,102.2522863,0.33915314
스탁,Doosan,22,2.53,29,29,0,0,0,0,9,10,0,0,165,66,87,83.95,722,162,24,2,9,83,10,0,138,9,0,12,3.6,4.75,4.58,4.74,4.09,1.48,7.53,4.53,1.66,0.49,19.1,11.5,7.6,0.319,69.4,3.51,4.49,-0.49,93.02,109.5,105.67,0.26,0.355,0.348,0.703,2876,99.2,17.4,3.98,15,51.7,8,27.6,4,0,0,102,5.6,16,13,55.2,0,0,12,6,50,5.69,99.17,-0.4,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,12,6,50,0,0,0,479,56.4,4.1,36.3,40.3,3.3,1.4,4.5,15.4,0.831615,0.9085,1.100715465,96.54337899,106.2667903,0.356441296,96.5642252,106.289736,0.35385925,96.5642252,106.289736,0.35385925,95.43111,105.0424948,0.355046439
알칸타라,Doosan,23,6.08,31,31,0,0,0,0,13,9,0,0,192,57,67,67,777,171,33,0,16,35,5,1,162,11,0,3,2.67,3.14,3.14,3.34,3.38,1.07,7.59,1.64,4.63,0.75,20.8,4.5,16.3,0.282,76.2,2.45,3.44,-0.71,67.13,74.85,84.86,0.236,0.275,0.348,0.623,2988,96.4,15.6,3.85,22,71,10,32.3,2,1,0,107,5,17,14,54.8,1,0,7,0,0,6.19,96.39,2.66,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,7,0,0,0,0,0,549,45.9,5.7,45.9,51.7,2.4,0.9,5.4,9.4,0.909961,0.9494,1.053296819,62.67881292,66.01939427,0.159513971,62.53627988,65.86926467,0.157898262,62.53627988,65.86926467,0.157898262,66.334755,69.87018637,0.15470155
곽빈,Doosan,23,4.42,23,23,0,0,0,0,12,7,0,0,127.1,41,44,40.75,526,96,18,1,7,58,5,0,106,3,1,4,2.9,3.11,2.88,3.1,3.96,1.21,7.49,4.1,1.83,0.5,20.2,11,9.1,0.26,77.2,3.38,4.3,-1.06,72.81,69.56,99.4,0.212,0.306,0.303,0.609,2229,96.9,17.5,4.24,13,56.5,5,21.7,5,1,0,66,4.7,15,8,65.2,1,0,8,6,75,5.54,96.91,2.15,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,8,6,75,0,0,0,343,36.7,5.3,54.1,59.4,3.9,0.6,3.3,11.5,0.909961,0.9494,1.053296819,65.30384317,68.78433028,0.173042584,65.06748943,68.53537964,0.170823755,65.06748943,68.53537964,0.170823755,61.7914,65.08468602,0.127442875
브랜든,Doosan,23,3.72,18,18,0,0,0,0,11,3,0,0,104.2,29,34,33.5,427,80,13,0,4,30,12,0,100,3,0,3,2.49,2.92,2.88,3.03,3.16,1.05,8.6,2.58,3.33,0.34,23.4,7,16.4,0.278,75.9,2.76,3.43,-0.67,62.66,67.98,79.39,0.213,0.291,0.28,0.571,1729,96.1,16.5,4.05,13,72.2,5,27.8,2,0,1,63,5.4,13,4,76.5,0,1,2,1,50,5.81,96.06,1.86,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,2,1,50,0,0,0,273,52.3,6,40.4,46.3,1.4,1.1,3,11.3,0.909961,0.9494,1.053296819,57.52941545,60.5955503,0.132975531,57.59374023,60.66330338,0.132659435,57.59374023,60.66330338,0.132659435,60.605953,63.83605774,0.120330567
곽빈,Doosan,24,5,30,30,0,0,0,0,15,9,0,0,167.2,79,83,76.7,716,142,29,1,11,76,6,0,154,5,1,11,4.24,4.46,4.12,4.25,4.13,1.3,8.27,4.08,2.03,0.59,21.5,10.6,10.9,0.281,67.5,3.52,4.09,0.11,88.97,80.83,88.03,0.229,0.315,0.332,0.647,2892,96.4,17.2,4.04,17,56.7,3,10,3,0,0,128,6.9,19,11,63.3,0,0,20,12,60,5.59,96.4,5,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,20,12,60,0,0,0,464,41.3,9,44.8,53.8,5,0.8,4.3,8.5,0.918018,0.9538,1.048437828,89.08066512,93.39553902,0.293463282,89.16990079,93.48909708,0.291800947,89.16990079,93.48909708,0.291800947,89.02678,93.33904296,0.288382439
브랜든,Doosan,24,2.47,14,14,0,0,0,0,7,4,0,0,75,26,34,31.75,315,75,11,2,3,11,4,0,75,9,0,2,3.12,4.08,3.81,3.96,2.8,1.15,9,1.32,6.82,0.36,23.8,3.5,20.3,0.33,65.1,2.4,2.96,0.32,65.46,75.37,59.6,0.257,0.289,0.339,0.628,1274,91,17,4.04,10,71.4,0,0,2,0,0,47,5.6,7,6,53.8,0,0,5,4,80,5.36,91,2.47,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,4,80,0,0,0,218,55.1,3.6,39.1,42.7,2.2,1.3,3.1,12,0.918018,0.9538,1.048437828,77.13077249,80.86681956,0.232161248,77.44338036,81.19456947,0.232196304,77.44338036,81.19456947,0.232196304,67.32489,70.58596156,0.158778675
최원준,Doosan,24,1.42,24,24,0,0,0,0,6,7,0,0,110,79,79,70.35,490,125,24,2,21,34,10,1,72,3,0,1,6.46,6.46,5.76,5.94,6.07,1.45,5.89,2.78,2.12,1.72,14.7,6.9,7.8,0.296,64.3,3.94,4.47,0.39,135.61,113.04,129.52,0.283,0.346,0.489,0.835,1929,80.4,17.5,3.94,3,12.5,0,0,10,0,0,79,6.5,12,12,50,0,0,21,15,71.4,4.58,80.38,1.42,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,21,15,71.4,0,0,0,351,34.8,7.2,54.8,62,3.2,0.6,9.1,8,0.918018,0.9538,1.048437828,129.3242577,135.5884438,0.499909828,129.3455993,135.6108191,0.496009704,129.3455993,135.6108191,0.496009704,131.04642,137.394021,0.539323877
알칸타라,Doosan,24,1.36,12,12,0,0,0,0,2,2,0,0,64.1,34,35,34.65,270,58,8,3,10,22,2,0,34,3,0,0,4.76,4.9,4.85,5.09,5.88,1.24,4.76,3.08,1.55,1.4,12.6,8.1,4.4,0.24,69.1,4.14,4.87,-1.13,99.79,96.86,125.46,0.238,0.306,0.418,0.724,1043,86.9,16.2,3.86,5,41.7,3,25,2,0,0,31,4.3,7,5,58.3,0,0,7,1,14.3,5.36,86.92,1.36,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,1,14.3,0,0,0,200,48.1,5.2,43.9,49.1,2.8,1,9.6,8.6,0.918018,0.9538,1.048437828,102.012674,106.9539463,0.359803496,101.8363582,106.7690901,0.356183188,101.8363582,106.7690901,0.356183188,103.366,108.3728217,0.374016304
김광현,SSG,22,7.39,28,28,0,0,0,0,13,3,0,0,173.1,41,48,48,694,141,16,2,10,45,5,2,153,9,0,1,2.13,2.49,2.49,2.44,3.14,1.07,7.94,2.34,3.4,0.52,22,6.5,15.6,0.276,80.8,2.53,3.53,-1.01,50.28,51.46,74.17,0.222,0.278,0.3,0.578,2634,94.1,15.2,3.8,19,67.9,8,28.6,5,0,0,105,5.5,20,7,74.1,0,0,4,0,0,6.19,94.07,4.31,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,4,0,0,0,0,0,475,49.3,4.3,42.8,47,3.7,1,4.3,5.7,1.068008,1.0285,0.972289742,50.6287263,49.22579125,0.077344199,50.44510771,49.04726077,0.07634413,50.44510771,49.04726077,0.07634413,50.799915,49.39223657,0.038057157
폰트,SSG,22,6.5,28,28,0,1,1,0,13,6,0,0,184,55,63,63,729,141,22,3,18,34,6,1,170,7,0,5,2.69,3.08,3.08,3.01,3.31,0.95,8.32,1.66,5,0.88,23.3,4.7,18.7,0.247,75.6,2.24,3.16,-0.62,63.54,63.39,78.24,0.207,0.249,0.327,0.576,2769,98.9,15,3.8,20,71.4,16,57.1,2,0,0,105,5.1,18,9,66.7,0,0,0,0,0,6.57,98.89,3.23,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,498,39.3,9.1,49.7,58.8,1.9,0.7,5.9,6.4,1.068008,1.0285,0.972289742,59.85899489,58.20028672,0.121255696,59.83186234,58.17390602,0.12059068,59.83186234,58.17390602,0.12059068,62.83009,61.0890516,0.104683353
모리만도,SSG,22,3.43,12,12,0,0,0,0,7,1,0,0,75.1,14,19,19,304,57,8,0,2,23,4,0,67,5,0,2,1.67,2.27,2.27,2.23,2.99,1.06,8,2.75,2.91,0.24,22,7.6,14.5,0.268,80.2,2.75,3.66,-1.32,39.5,47.01,70.57,0.209,0.279,0.26,0.539,1178,98.2,15.6,3.88,10,83.3,6,50,1,0,0,47,5.6,10,2,83.3,0,0,3,0,0,6.28,98.17,2.09,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,3,0,0,0,0,0,205,45.9,5.7,45.5,51.2,2.9,0.9,1.9,5.3,1.068008,1.0285,0.972289742,46.66659994,45.37345643,0.058495029,46.58238503,45.29157513,0.058136329,46.58238503,45.29157513,0.058136329,43.92823,42.71096771,0
노바,SSG,22,-0.27,12,12,0,0,0,0,3,4,0,0,63.2,46,50,49.15,291,78,10,2,5,25,5,0,32,8,1,9,6.5,7.07,6.95,6.98,4.92,1.62,4.52,3.53,1.28,0.71,11,8.6,2.4,0.329,57.4,4.07,5.11,1.58,153.59,147.28,116.27,0.304,0.374,0.416,0.79,1046,87.2,16.4,3.59,5,41.7,3,25,1,0,0,41,5.8,6,5,54.5,0,0,6,2,33.3,5.31,87.17,-1.4,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,6,2,33.3,0,0,0,222,54.6,1.7,39.3,41,4.4,1.3,5.3,9,1.068008,1.0285,0.972289742,142.3132077,138.3696721,0.513518158,142.8560534,138.8974754,0.51194362,142.8560534,138.8974754,0.51194362,153.51147,149.2576321,0.60690016
김광현,SSG,23,4.19,30,30,0,0,0,0,9,8,0,0,168.1,66,75,72.75,713,163,30,0,11,70,2,0,119,9,0,5,3.53,4.01,3.89,3.89,4.19,1.38,6.36,3.74,1.7,0.59,16.7,9.8,6.9,0.301,72.7,3.48,4.58,-0.66,82.96,81.78,98.41,0.261,0.332,0.362,0.694,2798,93.3,16.6,3.92,16,53.3,6,20,5,2,0,73,3.9,13,15,46.4,2,3,8,4,50,5.61,93.27,1.2,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,8,4,50,0,0,0,505,46.2,5.2,46.7,51.9,1.9,0.9,4.1,7.4,1.040177,1.0207,0.9797198,83.81016592,82.110479,0.238246376,83.57766801,81.8826962,0.235532385,83.57766801,81.8826962,0.235532385,81.17075,79.52459438,0.209693997
맥카티,SSG,23,3.3,24,24,0,0,0,0,9,5,0,0,130,49,58,56.8,543,124,19,2,10,45,1,0,116,6,1,4,3.39,4.02,3.93,3.85,3.63,1.3,8.03,3.12,2.58,0.69,21.4,8.3,13.1,0.31,71.8,2.78,3.83,-0.24,79.76,80.87,85.36,0.252,0.315,0.36,0.675,2246,93.6,17.3,4.14,13,54.2,4,16.7,5,1,2,76,5.3,15,9,62.5,1,2,15,3,20,5.42,93.58,0.99,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,15,3,20,0,0,0,368,45.1,5.2,45.9,51.2,3.7,0.9,5.1,8.1,1.040177,1.0207,0.9797198,80.3430945,78.71372049,0.221626305,80.24274378,78.6154049,0.219692352,80.24274378,78.6154049,0.219692352,75.61239,74.07895426,0.178675101
김광현,SSG,24,3.42,31,31,0,0,0,0,12,10,0,0,162.1,89,95,94.65,709,162,29,0,24,73,6,1,154,6,0,8,4.93,5.27,5.25,5.08,5.1,1.45,8.54,4.05,2.11,1.33,21.7,10.3,11.4,0.309,70.5,3.43,4.03,-0.16,96.22,89.77,100.98,0.26,0.342,0.423,0.765,2757,88.9,17,3.89,13,41.9,1,3.2,7,0,0,103,5.7,14,17,45.2,0,0,9,1,11.1,5.24,88.94,0.53,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,9,1,11.1,0,0,0,447,46.2,3.2,44.3,47.5,6.3,1,10.6,5.6,1.093183,1.052,0.950570342,104.793214,99.61332127,0.323886399,104.6424123,99.46997362,0.320796612,104.6424123,99.46997362,0.320796612,97.26847,92.46052354,0.283378307
반즈,Lotte,22,5.1,31,31,0,0,0,0,12,12,0,0,186.1,75,87,80.15,788,176,27,5,8,47,18,1,160,10,0,7,3.62,4.2,3.87,3.75,3.21,1.2,7.73,2.27,3.4,0.39,20.3,6,14.3,0.308,67,2.78,3.68,0.41,85.49,79.09,75.83,0.249,0.309,0.335,0.644,2945,95,15.8,3.74,18,58.1,10,32.3,3,0,0,94,4.5,13,18,41.9,0,0,25,14,56,6.01,95,1.79,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,25,14,56,0,0,0,546,49.6,5,42.3,47.2,3.2,1,3,9.1,1.129367,1.06,0.943396226,82.60038187,77.92488856,0.217766613,82.82439065,78.13621759,0.217369222,82.82439065,78.13621759,0.217369222,83.30983,78.59417897,0.20439426
박세웅,Lotte,22,3.31,28,28,0,0,0,0,10,11,0,0,157.1,68,80,77.45,679,179,32,4,8,32,8,1,146,12,0,8,3.89,4.58,4.43,4.31,2.84,1.34,8.35,1.83,4.56,0.46,21.5,4.7,16.8,0.359,66.8,2.3,3.39,1.05,91.8,90.86,66.97,0.284,0.326,0.386,0.712,2599,92.8,16.5,3.83,13,46.4,4,14.3,6,0,0,92,5.3,11,15,42.3,0,0,13,5,38.5,5.62,92.82,0.52,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,13,5,38.5,0,0,0,477,56,4.9,35.7,40.6,3.4,1.4,4,8.4,1.129367,1.06,0.943396226,88.84997318,83.82072941,0.246614496,88.97906594,83.94251504,0.245518517,88.97906594,83.94251504,0.245518517,90.62621,85.49642743,0.243710138
스파크맨,Lotte,22,0.92,19,19,0,0,0,0,2,4,0,0,84.2,50,55,51.5,386,97,14,1,6,43,4,1,89,8,0,5,5.31,5.85,5.47,5.28,3.68,1.65,9.46,4.57,2.07,0.64,23.1,11.1,11.9,0.379,65.4,2.91,3.97,1.63,125.43,111.25,86.94,0.291,0.377,0.393,0.77,1552,81.7,18.3,4.02,5,26.3,0,0,8,0,0,37,3.9,9,9,50,0,0,15,7,46.7,4.46,81.68,-0.58,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,15,7,46.7,0,0,0,240,48.8,5.6,40.8,46.4,4.8,1.1,5.2,14.4,1.129367,1.06,0.943396226,114.6180429,108.1302291,0.365558955,114.7889054,108.2914202,0.36356354,114.7889054,108.2914202,0.36356354,122.69029,115.7455588,0.416012132
반즈,Lotte,23,5.49,30,30,0,0,0,0,11,10,0,0,170.1,62,68,65.4,734,171,34,1,6,56,15,1,147,7,0,7,3.28,3.59,3.46,3.41,3.4,1.33,7.77,2.96,2.63,0.32,20,7.6,12.4,0.329,74.4,3.05,3.91,-0.13,75.97,70.54,78.92,0.263,0.334,0.347,0.681,2757,91.9,16.2,3.76,18,60,7,23.3,5,3,0,86,4.5,17,13,56.7,4,1,22,4,18.2,5.68,91.9,2.46,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,22,4,18.2,0,0,0,501,47.5,4.5,45,49.4,3.1,1,2.4,8.8,1.1084,1.0457,0.956297217,73.04749637,69.8551175,0.178281861,72.88268638,69.69751017,0.176457837,72.88268638,69.69751017,0.176457837,74.51051,71.25419652,0.162585007
박세웅,Lotte,23,4.21,27,27,0,0,0,0,9,7,0,0,154,59,70,67.25,657,145,24,0,8,59,4,1,129,9,0,10,3.45,4.09,3.93,3.82,3.62,1.32,7.54,3.45,2.19,0.47,19.6,9,10.7,0.304,70.1,3.06,4.12,-0.17,79.96,79.17,83.98,0.248,0.32,0.33,0.65,2630,97.4,17.1,4,16,59.3,5,18.5,6,1,0,94,5.5,14,13,51.9,3,0,13,5,38.5,5.7,97.41,1.47,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,13,5,38.5,0,0,0,451,53.3,3.9,38.7,42.6,4.1,1.3,4,9.7,1.1084,1.0457,0.956297217,82.64708334,79.0351758,0.22319916,82.69122558,79.07738891,0.221932079,82.69122558,79.07738891,0.221932079,81.63197,78.06442887,0.201376752
