Name,Team,Season,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,closer war,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,ESPN,PPF,PF_inverse,Predicted_Ridge_ERA,New_ridge_ERA,Normalized_New_ridge_ERA,lasso_Predicted_ERA,New_Lasso_ERA,Normalized_New_Lasso_ERA,Predicted_Elastic_ERA,New_Elastic_ERA,Normalized_New_Elastic_ERA,Predicted_ERA_XGBoost,New_xgboost_ERA,Normalized_New_xgboost_ERA
나균안,Lotte,23,3.34,23,23,0,0,0,0,6,8,0,0,130.1,55,61,58.75,569,140,27,3,8,42,5,1,114,4,0,6,3.8,4.21,4.06,3.96,3.51,1.4,7.87,2.9,2.71,0.55,20,7.4,12.7,0.335,71.6,2.85,3.88,0.29,88.07,82.11,81.42,0.276,0.332,0.389,0.721,2208,96,16.9,3.88,12,52.2,5,21.7,5,0,0,45,3.1,9,14,39.1,3,3,9,4,44.4,5.67,96,1.02,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,9,4,44.4,0,0,0,394,44.1,3.9,48.8,52.7,3.2,0.8,3.7,7.1,1.1084,1.0457,0.956297217,84.68406472,80.98313544,0.232730373,84.50289478,80.80988312,0.23033132,84.50289478,80.80988312,0.23033132,86.35044,82.57668641,0.22707901
윌커슨,Lotte,23,2.92,13,13,0,0,0,0,7,2,0,0,79.2,20,28,27.5,327,67,15,2,3,20,2,0,81,5,1,3,2.26,3.16,3.11,3.04,2.61,1.09,9.15,2.26,4.05,0.34,24.8,6.1,18.7,0.296,71.8,2.23,3.16,-0.35,52.39,63.01,60.56,0.223,0.276,0.317,0.593,1296,99.7,16.3,3.96,11,84.6,3,23.1,1,2,0,52,5.9,9,4,69.2,0,0,1,1,100,6.13,99.69,1.51,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,100,0,0,0,216,43.8,6.3,46.4,52.7,3.6,0.8,2.5,7.5,1.1084,1.0457,0.956297217,61.11725118,58.44625722,0.12245921,61.10335313,58.43296656,0.121846621,61.10335313,58.43296656,0.121846621,53.438026,51.10263596,0.047799758
스트레일리,Lotte,23,1.63,16,16,0,0,0,0,3,5,0,0,80.1,39,43,41.8,364,82,8,1,6,37,10,0,70,4,0,4,4.37,4.82,4.68,4.45,4.37,1.48,7.84,4.15,1.89,0.67,19.2,10.2,9.1,0.318,71.1,3.56,4.31,0,101.32,92.08,101.41,0.264,0.356,0.354,0.71,1465,91.6,18.2,4.02,4,25,1,6.3,6,0,0,54,6.1,6,10,37.5,1,1,7,2,28.6,5.02,91.56,0.2,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,7,2,28.6,0,0,0,239,41.3,9.3,44.1,53.4,5.3,0.8,4.5,2.4,1.1084,1.0457,0.956297217,97.28652045,93.03482877,0.291698355,97.35103108,93.09652011,0.289897709,97.35103108,93.09652011,0.289897709,98.37506,94.07579711,0.292579062
윌커슨,Lotte,24,6.81,32,32,0,1,1,1,12,8,0,0,196.2,84,90,88.8,816,210,37,3,18,27,2,0,167,13,0,3,3.84,4.12,4.06,3.91,3.62,1.21,7.64,1.24,6.19,0.82,20.5,3.3,17.2,0.321,69.6,2.65,3.34,0.22,74.07,68.26,70.93,0.27,0.294,0.394,0.688,3124,97.6,15.9,3.83,18,56.3,9,28.1,3,0,0,118,5.4,18,13,58.1,0,0,10,2,20,6.15,97.63,3.32,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,10,2,20,0,0,0,599,41.6,8.1,47.3,55.3,3.1,0.8,5.2,7.1,1.117267,1.0561,0.94688003,80.49706914,76.22106726,0.20942995,80.48981099,76.21419467,0.208051134,80.48981099,76.21419467,0.208051134,74.52374,70.56504372,0.158659525
반즈,Lotte,24,6.43,25,25,0,0,0,0,9,6,0,0,150.2,56,59,55.9,624,140,17,4,18,46,5,0,171,8,0,6,3.35,3.52,3.34,3.18,3.83,1.23,10.22,2.75,3.72,1.08,27.4,7.4,20,0.322,79.5,2.49,3,-0.49,64.45,55.61,75.05,0.248,0.309,0.388,0.697,2396,95.8,15.9,3.84,17,68,8,32,2,0,0,79,4.7,13,12,52,0,0,12,5,41.7,6.03,95.84,3.75,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,12,5,41.7,0,0,0,379,52.7,5,38.3,43.3,4,1.2,10.3,7.1,1.117267,1.0561,0.94688003,67.83003591,64.22690646,0.150743469,67.4746131,63.89036369,0.148304426,67.4746131,63.89036369,0.148304426,66.210144,62.6930632,0.113819959
박세웅,Lotte,24,4.06,30,30,0,0,0,0,6,11,0,0,173.1,92,103,97.65,759,188,33,0,13,56,11,0,124,12,0,10,4.78,5.35,5.07,4.97,4.5,1.41,6.44,2.91,2.21,0.68,16.3,7.4,9,0.317,64.1,3.71,4.32,0.28,92.04,86.84,88.15,0.275,0.337,0.38,0.717,2926,97.5,16.9,3.86,14,46.7,5,16.7,2,0,0,84,4.4,11,18,37.9,0,0,18,11,61.1,5.78,97.53,0.98,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,18,11,61.1,0,0,0,552,51.6,4.6,40.8,45.4,3,1.1,5,5.9,1.117267,1.0561,0.94688003,107.0721034,101.3844365,0.332552325,107.3291919,101.6278685,0.331258222,107.3291919,101.6278685,0.331258222,94.65001,89.62220354,0.26721096
김민우,Hanwha,22,3.36,29,29,0,1,1,0,6,11,0,0,163,79,82,78,711,143,40,1,16,84,8,8,129,9,0,13,4.36,4.53,4.31,4.33,4.61,1.39,7.12,4.64,1.54,0.88,18.1,11.8,6.3,0.274,71.8,3.53,4.64,-0.25,107.54,95.43,113.64,0.237,0.336,0.386,0.722,2752,94.9,16.9,3.87,13,44.8,5,17.2,6,0,0,64,3.5,9,19,32.1,0,0,9,7,77.8,5.62,94.9,0.47,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,9,7,77.8,0,0,0,463,43.9,6.1,47.6,53.7,2.4,0.8,6.1,9.1,0.97482,0.9586,1.043187982,93.93769411,97.99467359,0.315966484,93.63343951,97.67727886,0.312105515,93.63343951,97.67727886,0.312105515,104.09206,108.5875822,0.375239601
페냐,Hanwha,22,1.52,13,13,0,0,0,0,5,4,0,0,67.2,28,33,30.95,293,63,10,2,4,30,4,0,72,4,0,4,3.72,4.39,4.12,4.16,3.39,1.37,9.58,3.99,2.4,0.53,24.6,10.2,14.3,0.328,70.3,2.75,3.68,0.34,91.82,91.7,83.46,0.247,0.334,0.349,0.683,1211,93.2,17.9,4.13,5,38.5,0,0,4,0,0,35,4.7,5,8,38.5,0,0,9,4,44.4,5.21,93.15,0.32,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,4,44.4,0,0,0,180,51.9,4.8,41.2,46,2.1,1.1,4.7,11.1,0.97482,0.9586,1.043187982,86.16283055,89.88402937,0.276281743,86.15890363,89.87993285,0.274303492,86.15890363,89.87993285,0.274303492,87.832535,91.62584476,0.278623896
라미레즈,Hanwha,22,1.33,13,13,0,0,0,0,2,6,0,0,65.1,30,33,30.95,285,52,6,0,4,37,7,0,47,4,1,0,4.13,4.55,4.26,4.36,4.8,1.36,6.47,5.1,1.27,0.55,16.5,13,3.5,0.257,70,4.15,4.98,-0.67,101.89,95.94,118.39,0.219,0.34,0.295,0.635,1164,89.5,17.8,4.08,6,46.2,1,7.7,1,0,0,31,4.3,3,9,25,0,0,5,4,80,5.03,89.54,0.17,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,4,80,0,0,0,187,50.8,6.2,41.5,47.7,1.6,1.1,4.3,19.2,0.97482,0.9586,1.043187982,94.4769044,98.55717129,0.31871874,94.64210091,98.72950231,0.317206761,94.64210091,98.72950231,0.317206761,99.28988,103.5780084,0.346704582
페냐,Hanwha,23,4.28,32,32,0,0,0,0,11,11,0,0,177.1,71,82,79.25,751,149,28,5,14,59,18,1,147,13,4,16,3.6,4.16,4.02,3.98,4.06,1.17,7.46,2.99,2.49,0.71,19.6,7.9,11.7,0.268,69.9,3.19,3.99,-0.46,86.63,85.48,97.67,0.225,0.305,0.346,0.651,2886,90.2,16.3,3.84,19,59.4,4,12.5,5,1,1,98,5,16,15,51.6,2,1,15,6,40,5.54,90.19,1.13,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,15,6,40,0,0,0,503,47.6,4.9,44.6,49.5,2.8,1,5.4,9.4,0.980365,0.9802,1.020199959,83.48853303,85.17499799,0.253240825,83.52791589,85.21517638,0.251688459,83.52791589,85.21517638,0.251688459,83.205864,84.88661901,0.24023661
문동주,Hanwha,23,3.08,23,23,0,0,0,0,8,8,0,0,118.2,49,52,49.95,503,113,20,2,6,42,4,0,95,2,1,5,3.72,3.94,3.79,3.82,3.65,1.31,7.21,3.19,2.26,0.46,18.9,8.3,10.5,0.302,70.9,3.11,4.14,0.07,89.35,82.01,87.78,0.249,0.317,0.341,0.658,2067,89.9,17.4,4.11,7,30.4,3,13,11,0,0,72,5.5,11,11,50,2,1,13,4,30.8,5.16,89.87,0.97,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,13,4,30.8,0,0,0,354,51.7,4.7,41.4,46.1,2.2,1.1,3.6,8.8,0.980365,0.9802,1.020199959,80.17364059,81.79314486,0.236693685,80.13091049,81.74955161,0.234886892,80.13091049,81.74955161,0.234886892,87.01577,88.77348496,0.262376577
산체스,Hanwha,23,2.59,24,24,0,0,0,0,7,8,0,0,126,53,62,60.8,540,136,23,0,13,28,6,2,99,7,0,3,3.79,4.43,4.34,4.29,3.92,1.3,7.07,2,3.54,0.93,18.3,5.2,13.1,0.316,71.1,2.76,3.82,-0.14,91.01,92.21,94.36,0.273,0.318,0.398,0.716,2125,88.5,16.9,3.94,8,33.3,2,8.3,9,0,2,84,6,12,11,52.2,3,0,8,3,37.5,5.25,88.54,0.35,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,8,3,37.5,0,0,0,389,51.1,5.2,40.3,45.5,3.4,1.1,7,11.8,0.980365,0.9802,1.020199959,88.45757562,90.24441504,0.278045081,88.41775265,90.20378765,0.27587356,88.41775265,90.20378765,0.27587356,89.07016,90.86937351,0.274314962
김민우,Hanwha,23,-0.28,12,12,0,0,0,0,1,6,0,0,51.2,40,43,42.5,243,65,16,2,6,28,2,0,43,2,0,5,6.97,7.49,7.4,7.34,4.95,1.8,7.49,4.88,1.54,1.05,17.7,11.5,6.2,0.367,59.8,3.65,4.66,2.02,167.52,157.62,119.02,0.313,0.396,0.495,0.891,959,79.9,18.6,3.95,2,16.7,0,0,4,0,0,30,5.2,2,8,20,0,0,4,1,25,4.31,79.92,-1.2,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,4,1,25,0,0,0,161,42.4,4.7,50.6,55.3,2.4,0.8,6.4,12.3,0.980365,0.9802,1.020199959,149.0643319,152.0754254,0.580579325,149.1455891,152.1583239,0.576233048,149.1455891,152.1583239,0.576233048,163.51251,166.8154583,0.706911245
류현진,Hanwha,24,4.44,28,28,0,0,0,0,10,8,0,0,158.1,68,78,76.95,679,182,22,1,12,33,3,0,135,10,0,1,3.87,4.43,4.37,4.41,3.67,1.36,7.67,1.88,4.09,0.68,19.9,4.9,15,0.346,69.7,2.87,3.6,0.19,78.2,80.84,75.54,0.287,0.323,0.381,0.704,2599,92.8,16.4,3.83,16,57.1,5,17.9,3,0,0,96,5.5,16,11,59.3,0,0,5,2,40,5.65,92.82,1.62,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,5,2,40,0,0,0,492,51.4,4.7,40,44.7,3.9,1.1,5.3,12.1,1.00201,0.9853,1.014919314,87.09460532,88.39399707,0.268991133,87.18206379,88.48276037,0.267529912,87.18206379,88.48276037,0.267529912,80.35497,81.5538139,0.221252629
와이스,Hanwha,24,2.92,16,16,0,0,0,0,5,5,0,0,91.2,38,43,41.95,384,77,13,5,8,29,3,0,98,7,0,6,3.73,4.22,4.12,4.06,3.65,1.16,9.62,2.85,3.38,0.79,25.5,7.6,18,0.284,67.3,2.7,3.24,0.08,75.48,74.5,74.98,0.223,0.286,0.358,0.644,1463,91.4,16,3.81,11,68.8,3,18.8,2,0,0,51,5,8,8,50,0,0,11,2,18.2,5.73,91.44,1.29,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,11,2,18.2,0,0,0,243,49.6,5.9,41.7,47.6,2.8,1,6.6,7.8,1.00201,0.9853,1.014919314,81.11728899,82.32750329,0.239308258,81.16457452,82.37549428,0.237921502,81.16457452,82.37549428,0.237921502,75.699905,76.82929605,0.194341315
문동주,Hanwha,24,1.77,21,21,0,0,0,0,7,7,0,0,111.1,64,71,69.6,502,148,25,3,14,38,4,1,96,4,1,8,5.17,5.74,5.63,5.61,4.71,1.67,7.76,3.07,2.53,1.13,19.1,7.6,11.6,0.388,70,3.32,4.01,0.46,104.67,102.99,96.82,0.327,0.382,0.488,0.87,1899,90.4,17.1,3.78,7,33.3,2,9.5,5,0,0,83,6.7,11,10,52.4,0,0,5,2,40,5.3,90.43,-0.21,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,5,2,40,0,0,0,345,48.9,4.1,45.1,49.2,1.9,1,7.8,8.8,1.00201,0.9853,1.014919314,114.3047982,116.0101474,0.404114772,114.0603726,115.7620751,0.399781745,114.0603726,115.7620751,0.399781745,105.165276,106.7342693,0.364682951
루친스키,NC,22,5.69,31,31,0,0,0,0,10,12,0,0,193.2,64,77,75.1,797,184,34,2,14,34,8,1,194,10,0,9,2.97,3.58,3.49,3.49,2.8,1.13,9.02,1.58,5.71,0.65,24.3,4.3,20.1,0.318,72.3,2.01,2.99,0.18,71.97,75.43,67.67,0.249,0.288,0.357,0.645,2974,95.9,15.4,3.73,22,71,13,41.9,0,0,0,97,4.5,14,16,46.7,0,0,8,4,50,6.25,95.94,2.24,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,8,4,50,0,0,0,535,53.1,4.6,40.8,45.5,1.4,1.2,5.5,8.7,1.067985,1.0396,0.961908426,68.55746922,65.94600733,0.159154894,68.55076686,65.93956027,0.15823906,68.55076686,65.93956027,0.15823906,70.06338,67.39455308,0.140600102
구창모,NC,22,4.79,19,19,0,0,0,0,11,5,0,0,111.2,26,32,30.1,451,92,16,0,7,29,4,0,108,5,0,7,2.1,2.58,2.43,2.43,3.03,1.08,8.7,2.34,3.72,0.56,23.9,6.4,17.5,0.286,80.9,2.36,3.3,-0.93,50.71,52.43,73.28,0.224,0.281,0.314,0.595,1756,92.4,15.7,3.89,11,57.9,3,15.8,5,0,0,74,6,13,6,68.4,0,0,7,3,42.9,5.88,92.42,2.81,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,7,3,42.9,0,0,0,297,48.4,3.9,44.5,48.4,3.2,1,4.7,14.1,1.067985,1.0396,0.961908426,51.34811754,49.39218693,0.07815836,51.1263523,49.17886909,0.076982175,51.1263523,49.17886909,0.076982175,51.742645,49.77168648,0.040218541
페디,NC,23,8.47,30,30,0,0,0,0,20,6,0,0,180.1,40,46,44.95,708,137,16,0,9,35,4,0,209,13,0,5,2,2.3,2.24,2.25,2.22,0.95,10.43,1.75,5.97,0.45,29.5,4.9,24.6,0.287,79.8,1.67,2.45,-0.22,47.99,48.35,53.28,0.207,0.25,0.272,0.522,2904,96.8,16.1,4.1,21,70,8,26.7,7,1,1,130,6.5,20,10,66.7,1,0,5,2,40,6.01,96.8,5.26,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,5,2,40,0,0,0,446,55.9,4.6,38.7,43.3,0.9,1.3,4.5,15.3,1.031188,1.0191,0.981257973,41.60398878,40.82424568,0.036236101,41.647562,40.86700226,0.036685722,41.647562,40.86700226,0.036685722,49.504055,48.57624867,0.033409211
하트,NC,24,6.93,26,26,0,0,0,0,13,3,0,0,157,47,51,51,631,124,16,1,11,38,11,0,182,7,0,2,2.69,2.92,2.92,3,3.1,1.03,10.43,2.18,4.79,0.63,28.8,6,22.8,0.293,77.2,2.35,2.66,-0.41,55.74,56.24,65.23,0.215,0.275,0.303,0.578,2465,94.8,15.7,3.91,17,65.4,9,34.6,4,0,0,93,5.3,18,7,72,0,0,4,0,0,6.04,94.81,4.14,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,4,0,0,0,0,0,386,47.5,4.5,44.5,49,3.5,1,5.6,7.3,0.952113,0.9739,1.026799466,54.17607645,55.62796637,0.108669536,54.19507733,55.64747647,0.10834239,54.19507733,55.64747647,0.10834239,55.787525,57.28260106,0.08300144
카스타노,NC,24,2.26,19,19,0,0,0,0,8,6,0,0,111.2,54,65,63.45,476,117,23,4,11,25,7,0,89,7,1,0,4.35,5.24,5.11,5.2,4.27,1.27,7.17,2.02,3.56,0.89,18.7,5.3,13.4,0.312,62.7,3.19,3.79,0.08,90.05,97.56,89.72,0.269,0.316,0.416,0.732,1783,93.8,16,3.75,12,63.2,4,21.1,1,0,0,82,6.6,10,8,55.6,0,0,8,3,37.5,5.88,93.84,0.28,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,8,3,37.5,0,0,0,340,53.5,3.9,39.7,43.7,2.8,1.2,7.1,12,0.952113,0.9739,1.026799466,102.999349,105.7596765,0.353960029,103.1444405,105.9086564,0.352011752,103.1444405,105.9086564,0.352011752,93.07504,95.56940417,0.301086793
이재학,NC,24,1.45,21,21,0,0,0,0,3,12,0,0,104.1,64,68,66.25,462,108,27,3,17,42,4,0,97,3,0,2,5.52,5.87,5.71,5.86,5.18,1.44,8.37,3.62,2.31,1.47,21,9.1,11.9,0.31,66.2,3.36,3.97,0.34,114.22,110.01,108.93,0.266,0.339,0.473,0.812,1814,86.4,17.4,3.93,7,33.3,2,9.5,6,0,0,48,4.1,5,16,23.8,0,0,8,4,50,4.97,86.38,-0.41,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,8,4,50,0,0,0,294,36.1,5.6,53.6,59.2,4.7,0.6,9,6.5,0.952113,0.9739,1.026799466,116.0753324,119.1860894,0.419654405,115.9011749,119.0072645,0.415514627,115.9011749,119.0072645,0.415514627,113.74231,116.7905427,0.421964462
안우진,Kiwom,22,8.64,30,30,0,1,1,0,15,8,0,0,196,46,51,50.65,766,131,36,4,4,55,4,1,224,6,1,7,2.11,2.34,2.33,2.36,2.09,0.95,10.29,2.53,4.07,0.18,29.2,7.2,22.1,0.268,75.5,1.92,2.75,0.03,53.25,53.2,52.62,0.188,0.25,0.268,0.518,3003,100.1,15.3,3.92,24,80,15,50,2,0,0,77,3.5,17,13,56.7,0,0,7,1,14.3,6.53,100.1,5.16,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,7,1,14.3,0,0,0,474,43.5,5.6,47.6,53.2,3.3,0.8,1.6,6.9,0.920449,0.9634,1.03799045,43.54283413,45.19704602,0.057631867,43.51319105,45.16627678,0.057528875,43.51319105,45.16627678,0.057528875,52.796562,54.80232738,0.06887356
요키시,Kiwom,22,6.47,30,30,0,0,0,0,10,8,0,0,185.1,53,61,59.8,746,169,31,3,8,33,5,0,154,13,0,2,2.57,2.96,2.9,3.06,2.86,1.09,7.48,1.6,4.67,0.39,20.6,4.4,16.2,0.302,74.5,2.41,3.45,-0.28,64.88,68.93,72,0.244,0.282,0.331,0.613,2912,97.1,15.7,3.9,22,73.3,9,30,3,0,0,75,3.6,13,16,44.8,0,0,7,2,28.6,6.18,97.07,3.17,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,7,2,28.6,0,0,0,534,56.5,3.1,37.4,40.4,3.1,1.4,3.6,8.3,0.920449,0.9634,1.03799045,59.26070847,61.51204948,0.137459889,59.158057,61.40549824,0.136257642,59.158057,61.40549824,0.136257642,65.53863,68.02846961,0.144210952
정찬헌,Kiwom,22,0.58,20,20,0,0,0,0,5,6,0,0,87.1,52,55,53.8,390,106,21,0,13,28,6,2,42,6,0,3,5.36,5.67,5.54,5.64,5.56,1.53,4.33,2.89,1.5,1.34,10.8,7.2,3.6,0.31,69.7,3.88,4.97,-0.2,135.09,127.09,140.16,0.302,0.36,0.473,0.833,1395,69.8,16,3.58,5,25,0,0,9,0,0,60,6.2,11,9,55,0,0,11,3,27.3,4.37,69.75,-0.97,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,11,3,27.3,0,0,0,300,51,4.5,42.7,47.1,1.9,1.1,8.8,11.3,0.920449,0.9634,1.03799045,117.3896989,121.8493864,0.432685707,117.1810587,121.6328199,0.428243485,117.1810587,121.6328199,0.428243485,112.302315,116.5687303,0.420700997
안우진,Kiwom,23,6.61,24,24,0,0,0,0,9,7,0,0,150.2,40,44,41.25,608,121,25,1,5,38,1,1,164,5,0,8,2.39,2.63,2.46,2.5,2.33,1.06,9.8,2.27,4.32,0.3,27,6.3,20.7,0.294,75.8,1.99,2.91,0.06,58.79,54.9,57.22,0.217,0.265,0.292,0.557,2342,97.6,15.5,3.85,16,66.7,8,33.3,4,0,1,56,3.3,13,10,56.5,1,0,9,5,55.6,6.28,97.58,3.94,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,9,5,55.6,0,0,0,395,45.9,4.9,47.2,52.1,2,0.9,2.4,9.9,0.969429,0.9836,1.016673444,50.00074637,50.83443104,0.085215146,49.95627522,50.7892184,0.08478925,49.95627522,50.7892184,0.08478925,56.280205,57.21858964,0.082636825
후라도,Kiwom,23,6.61,30,30,0,0,0,0,11,8,0,0,183.2,54,64,62.95,763,164,19,0,7,41,9,0,147,15,0,5,2.65,3.14,3.08,3.13,3.15,1.12,7.2,2.01,3.59,0.34,19.3,5.4,13.9,0.283,73.5,2.75,3.73,-0.5,65.11,68.83,77.41,0.234,0.282,0.291,0.573,2797,93.2,15.2,3.67,20,66.7,7,23.3,6,1,1,96,4.7,13,15,46.4,1,2,8,2,25,6.12,93.23,3.34,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,8,2,25,0,0,0,555,52.5,4.9,39.9,44.9,2.7,1.2,2.8,9.8,0.969429,0.9836,1.016673444,63.19875438,64.2524953,0.150868674,63.33113101,64.38707911,0.150712534,63.33113101,64.38707911,0.150712534,61.76915,62.79905427,0.114423694
최원태,Kiwom,23,3.45,17,17,0,0,0,0,6,4,0,0,102.1,37,38,38,422,90,11,0,7,29,5,0,78,4,0,5,3.25,3.34,3.34,3.31,3.79,1.16,6.86,2.55,2.69,0.62,18.5,6.9,11.6,0.28,75.4,3.04,4.01,-0.53,80.07,72.82,93.2,0.237,0.299,0.322,0.621,1578,92.8,15.4,3.74,11,64.7,3,17.6,2,0,0,52,4.6,8,9,47.1,2,0,3,0,0,6.02,92.82,1.63,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,0,0,0,0,0,296,43.5,4.8,47.1,51.9,4.5,0.8,4.3,3.3,0.969429,0.9836,1.016673444,68.48375284,69.62561289,0.177158913,68.42442631,69.56529719,0.17581686,68.42442631,69.56529719,0.17581686,75.54424,76.8038256,0.194196233
정찬헌,Kiwom,23,0.95,14,14,0,1,1,0,2,8,0,0,72,38,40,39.5,295,71,12,3,4,13,2,1,35,3,0,0,4.75,5,4.94,5.15,3.9,1.17,4.38,1.63,2.69,0.5,11.9,4.4,7.5,0.282,57.5,3.31,4.51,0.85,116.88,113.25,95.91,0.261,0.295,0.371,0.666,1061,75.8,14.7,3.6,8,57.1,1,7.1,0,0,0,29,3.6,4,10,28.6,1,1,3,1,33.3,5.14,75.79,-0.33,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,1,33.3,0,0,0,238,46.9,4.1,45.7,49.8,3.3,0.9,3.3,7,0.969429,0.9836,1.016673444,101.4141077,103.1050301,0.340971054,101.7497874,103.4463068,0.340074126,101.7497874,103.4463068,0.340074126,113.70591,115.6017789,0.415193148
요키시,Kiwom,23,0.83,12,12,0,0,0,0,5,3,0,0,65.2,32,37,37,286,82,14,1,3,14,3,1,51,6,0,1,4.39,5.07,5.07,5.22,3.25,1.46,6.99,1.92,3.64,0.41,17.8,4.9,12.9,0.369,65.3,2.77,3.85,1.13,107.92,114.78,80.07,0.309,0.347,0.404,0.751,1100,91.7,16.8,3.85,6,50,2,16.7,2,0,0,52,7.1,7,5,58.3,0,0,1,0,0,5.47,91.67,-0.34,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0,0,0,0,0,214,54.6,4.6,36.2,40.8,4.6,1.3,3.4,11,0.969429,0.9836,1.016673444,100.1582253,101.8282079,0.334723664,100.3212548,101.9939557,0.333033036,100.3212548,101.9939557,0.333033036,102.59791,104.3085685,0.350865923
맥키니,Kiwom,23,-0.16,12,12,0,0,0,0,1,9,0,0,59.1,43,46,44.8,268,61,14,1,10,36,1,0,39,2,1,3,6.52,6.98,6.8,7,6.14,1.63,5.92,5.46,1.08,1.52,14.6,13.4,1.1,0.282,61.9,4.22,5.27,0.38,160.49,153.86,151.2,0.269,0.367,0.471,0.838,1089,90.8,18.4,4.06,4,33.3,1,8.3,2,0,0,20,3,2,10,16.7,0,0,6,2,33.3,4.94,90.75,-1.22,-0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,6,2,33.3,0,0,0,181,42.2,6.8,47.9,54.7,3.1,0.8,9.5,13.1,0.969429,0.9836,1.016673444,142.2127265,144.5839025,0.543923896,142.1511474,144.5212967,0.53920826,142.1511474,144.5212967,0.53920826,157.36711,159.990963,0.668038256
후라도,Kiwom,24,6.61,30,30,0,0,0,0,10,8,0,0,190.1,71,78,76.95,779,185,27,4,19,32,9,0,169,12,1,3,3.36,3.69,3.64,3.78,3.84,1.14,7.99,1.51,5.28,0.9,21.7,4.1,17.6,0.306,74.4,2.73,3.29,-0.48,71.44,72.92,82.93,0.254,0.293,0.381,0.674,2894,96.5,15.2,3.72,23,76.7,13,43.3,0,0,0,92,4.4,17,13,56.7,0,0,3,2,66.7,6.34,96.47,3.23,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,3,2,66.7,0,0,0,543,53.3,3,40.8,43.8,3,1.2,7.6,11.4,0.885446,0.9335,1.071237279,72.30349197,77.45419601,0.215463551,72.1880462,77.33052619,0.213463179,72.1880462,77.33052619,0.213463179,70.45352,75.47243892,0.186612525
