Name,Team,Season,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,closer war,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,ESPN,PPF,PF_inverse,Predicted_Ridge_ERA,New_ridge_ERA,Normalized_New_ridge_ERA,lasso_Predicted_ERA,New_Lasso_ERA,Normalized_New_Lasso_ERA,Predicted_Elastic_ERA,New_Elastic_ERA,Normalized_New_Elastic_ERA,Predicted_ERA_XGBoost,New_xgboost_ERA,Normalized_New_xgboost_ERA
헤이수스,Kiwom,24,5.09,30,30,0,0,0,0,13,11,0,0,171.1,70,78,75.75,728,171,31,2,22,44,14,1,178,8,1,6,3.68,4.1,3.98,4.24,4.11,1.25,9.35,2.31,4.05,1.16,24.5,6,18.4,0.318,76.3,2.75,3.19,-0.43,78.24,81.84,88.88,0.258,0.316,0.41,0.726,2832,94.4,16.5,3.89,20,66.7,3,10,2,0,0,117,6.1,15,15,50,0,0,12,4,33.3,5.71,94.4,2.04,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,12,4,33.3,0,0,0,468,45.3,4.9,47.2,52,2.6,0.9,8.6,11.1,0.885446,0.9335,1.071237279,79.58725916,85.25683895,0.253641266,79.35389943,85.0068553,0.250678505,79.35389943,85.0068553,0.250678505,77.08337,82.57457568,0.227066987
하영민,Kiwom,24,3.25,28,28,0,0,0,0,9,8,0,0,150.1,73,82,79.25,671,168,33,6,8,58,5,0,101,9,0,7,4.37,4.91,4.74,5.02,4.45,1.5,6.05,3.47,1.74,0.48,15.1,8.6,6.4,0.322,67.7,3.94,4.63,-0.08,92.99,96.78,96.27,0.28,0.345,0.396,0.741,2539,90.7,16.9,3.78,9,32.1,2,7.1,7,0,0,103,6.2,13,15,46.4,0,0,18,6,33.3,5.37,90.68,0.58,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,18,6,33.3,0,0,0,497,41.8,5.1,48.3,53.5,4.7,0.8,3,7.1,0.885446,0.9335,1.071237279,100.9551232,108.1468915,0.365640483,100.8734417,108.0593912,0.362438649,100.8734417,108.0593912,0.362438649,95.140205,101.9177347,0.337247502
브룩스,KIA,20,7.18,23,23,0,1,1,1,11,4,0,0,151.1,42,43,42.15,586,131,18,0,4,24,3,0,130,8,1,3,2.5,2.56,2.51,2.56,2.72,1.02,7.73,1.43,5.42,0.24,22.2,4.1,18.1,0.302,75.7,2.46,3.23,-0.22,51.86,48.56,56.37,0.238,0.272,0.292,0.564,2218,96.4,14.7,3.79,16,69.6,9,39.1,4,0,0,95,5.7,15,8,65.2,0,0,14,2,14.3,6.58,96.43,4.48,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,14,2,14.3,0,0,0,420,66.9,2.6,29.1,31.7,1.4,2.1,2.9,16,1.007964602,0.9947,1.00532824,50.34244071,50.6106773,0.084120337,50.35998589,50.62831597,0.084009185,50.35998589,50.62831597,0.084009185,53.156864,53.44009668,0.061114162
양현종,KIA,20,3.9,31,31,0,0,0,0,11,10,0,0,172.1,90,99,92.85,746,180,40,4,13,64,5,0,149,6,0,7,4.7,5.17,4.85,4.74,3.97,1.42,7.78,3.34,2.33,0.68,20,8.6,11.4,0.33,64.9,3.18,4.03,0.73,97.58,89.77,82.47,0.271,0.338,0.402,0.74,2950,95.2,17.1,3.95,15,48.4,3,9.7,6,0,0,123,6.4,15,16,48.4,0,0,24,13,54.2,5.56,95.16,0.84,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,24,13,54.2,0,0,0,506,42.6,5.7,48.1,53.8,3.6,0.8,4.6,7.8,1.007964602,0.9947,1.00532824,102.6590695,103.2060616,0.341465393,102.684876,103.2320056,0.33903518,102.684876,103.2320056,0.33903518,102.00392,102.5474228,0.340834266
가뇽,KIA,20,3.83,28,28,0,0,0,0,11,8,0,0,159.2,77,86,82.6,702,162,33,8,7,64,9,0,141,9,0,13,4.34,4.85,4.66,4.61,3.73,1.42,7.95,3.61,2.2,0.4,20.1,9.1,11,0.326,66.2,3.3,4.08,0.61,90.11,87.31,77.36,0.264,0.338,0.378,0.716,2809,100.3,17.6,4,13,46.4,3,10.7,4,0,0,82,4.6,18,10,64.3,0,0,20,7,35,5.7,100.32,0.99,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,20,7,35,0,0,0,475,45.1,4.5,45.5,50,4.9,0.9,2.9,8,1.007964602,0.9947,1.00532824,96.89986111,97.41616679,0.313135896,96.91495541,97.43134152,0.310913196,96.91495541,97.43134152,0.310913196,88.9314,89.40524428,0.265975139
임기영,KIA,20,2.42,25,25,0,0,0,0,9,10,0,0,127.2,73,80,74.15,559,152,26,3,12,33,9,0,106,3,1,3,5.15,5.64,5.23,5.1,4.06,1.45,7.47,2.33,3.21,0.85,19,5.9,13.1,0.354,64.4,3.05,3.83,1.09,106.84,96.68,84.24,0.3,0.35,0.434,0.784,2224,89,17.4,3.98,7,28,1,4,8,0,0,83,5.9,13,12,52,0,0,18,11,61.1,5.11,88.96,0.15,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,18,11,61.1,0,0,0,395,42.6,6.6,47.7,54.3,3.2,0.8,5.4,3.3,1.007964602,0.9947,1.00532824,110.6892048,111.2789834,0.380965561,110.8304547,111.4209859,0.378735872,110.8304547,111.4209859,0.378735872,106.1159,106.6813091,0.364381284
이민우,KIA,20,-0.01,22,22,0,0,0,0,6,10,0,0,106,80,87,84.6,486,129,20,4,11,47,6,0,67,8,0,4,6.79,7.39,7.18,7.33,5.2,1.66,5.69,3.99,1.43,0.93,13.8,9.7,4.1,0.336,56.9,4.08,4.91,1.59,141.01,138.82,107.95,0.306,0.378,0.451,0.829,1831,83.2,17.3,3.77,6,27.3,2,9.1,4,0,0,67,5.7,8,14,36.4,0,0,11,5,45.5,4.82,83.23,-1.9,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,11,5,45.5,0,0,0,351,45.4,5.5,45.1,50.5,4.1,0.9,5.9,8.5,1.007964602,0.9947,1.00532824,147.5973403,148.3837743,0.562516369,148.002141,148.7907319,0.55990675,148.002141,148.7907319,0.55990675,163.13892,164.0081593,0.690920596
멩덴,KIA,21,3.28,21,21,0,0,0,0,8,3,0,0,120,48,53,51.95,502,109,18,2,12,35,8,0,104,7,3,2,3.6,3.97,3.9,3.95,3.9,1.2,7.8,2.63,2.97,0.9,20.7,7,13.7,0.285,73.3,2.81,3.75,-0.3,81.01,80.73,87.78,0.242,0.305,0.371,0.676,1977,94.1,16.5,3.94,10,47.6,3,14.3,5,0,0,76,5.7,12,5,70.6,0,0,9,2,22.2,5.71,94.14,1.14,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,9,2,22.2,0,0,0,340,40.8,6.2,50.1,56.3,2.8,0.7,6,9.2,1.05270936,1.016,0.984251969,79.32801996,78.0787598,0.218519492,79.20899743,77.96161164,0.216522721,79.20899743,77.96161164,0.216522721,74.4496,73.27716557,0.174108035
임기영,KIA,21,3.17,28,28,0,0,0,0,8,8,0,0,153,83,85,78.95,662,155,29,1,15,45,11,0,129,7,2,6,4.88,5,4.64,4.54,3.96,1.31,7.59,2.65,2.87,0.88,19.5,6.8,12.7,0.307,66.3,2.89,3.88,0.92,109.86,92.84,89.12,0.262,0.322,0.39,0.712,2522,90.1,16.5,3.81,13,46.4,5,17.9,6,0,0,80,4.7,14,14,50,0,0,16,11,68.8,5.46,90.07,0.45,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,16,11,68.8,0,0,0,456,42.8,4.2,49.9,54.1,3.1,0.8,5.8,6.5,1.05270936,1.016,0.984251969,98.74458236,97.18954957,0.312027075,98.87354295,97.31647928,0.310356336,98.87354295,97.31647928,0.310356336,108.38872,106.6818087,0.36438413
이의리,KIA,21,2.76,19,19,0,0,0,0,4,5,0,0,94.2,38,42,41,404,69,11,0,6,56,2,0,93,6,0,5,3.61,3.99,3.9,3.79,3.96,1.32,8.84,5.32,1.66,0.57,23,13.9,9.2,0.259,71.4,3.29,4.3,-0.35,81.29,77.45,89.21,0.204,0.318,0.29,0.608,1643,86.5,17.4,4.07,4,21.1,0,0,10,0,0,33,3.1,11,6,64.7,0,0,7,2,28.6,4.98,86.47,1.08,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,7,2,28.6,0,0,0,243,41.9,6.7,48.2,54.9,3.2,0.8,4.3,5.8,1.05270936,1.016,0.984251969,80.93357647,79.65903196,0.226251639,80.93731613,79.66271272,0.224769766,80.93731613,79.66271272,0.224769766,82.67089,81.36898702,0.220199837
브룩스,KIA,21,2.27,13,13,0,0,0,0,3,5,0,0,78,29,34,32.1,333,93,12,1,4,16,1,0,55,4,0,0,3.35,3.92,3.7,3.77,3.29,1.4,6.35,1.85,3.44,0.46,16.5,4.8,11.7,0.349,73.1,2.76,3.99,0.06,75.3,77.11,74.03,0.298,0.332,0.381,0.713,1219,93.8,15.6,3.66,8,61.5,3,23.1,2,0,0,38,4.4,5,8,38.5,0,0,5,3,60,6,93.77,0.89,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,5,3,60,0,0,0,255,57.1,2.3,37.9,40.2,2.7,1.4,3.8,10.8,1.05270936,1.016,0.984251969,79.91803215,78.65948046,0.221360913,79.80462816,78.54786236,0.219364901,79.80462816,78.54786236,0.219364901,75.169586,73.98581317,0.178144561
뷰캐넌,Samsung,20,6.7,27,27,0,1,1,0,15,7,0,0,174.2,67,71,69.45,728,172,19,2,16,50,7,0,121,12,0,2,3.45,3.66,3.58,3.3,4.36,1.27,6.24,2.58,2.42,0.82,16.6,6.9,9.8,0.297,76.3,3.37,4.23,-0.91,67.64,58.93,85.52,0.261,0.318,0.369,0.687,2819,104.4,16.1,3.87,18,66.7,11,40.7,1,0,0,130,6.7,17,8,68,0,0,7,3,42.9,6.47,104.41,3.59,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,7,3,42.9,0,0,0,526,51.8,2.5,43.8,46.4,1.8,1.1,6.3,9.9,1.19467857,1.0999,0.909173561,76.07123755,69.16195795,0.174890286,75.83344911,68.94576699,0.172813339,75.83344911,68.94576699,0.172813339,73.757416,67.05829236,0.138684728
최채흥,Samsung,20,4.85,26,26,0,1,1,1,11,6,0,0,146,58,67,64.75,617,131,27,1,12,51,7,0,123,9,3,3,3.58,4.13,3.99,3.75,4.1,1.25,7.58,3.14,2.41,0.74,19.9,8.3,11.7,0.282,70.9,3.23,4,-0.52,70.05,67.09,80.3,0.237,0.307,0.354,0.661,2516,96.8,17.2,4.08,12,46.2,6,23.1,8,0,0,95,5.9,13,12,52,0,0,17,5,29.4,5.62,96.77,2.25,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,17,5,29.4,0,0,0,422,39.9,7.6,50.5,58,2.1,0.7,4.7,6.9,1.19467857,1.0999,0.909173561,83.11551955,75.5664329,0.206226876,83.07780032,75.53213958,0.204744488,83.07780032,75.53213958,0.204744488,75.024605,68.21038712,0.145247172
라이블리,Samsung,20,3.19,21,21,0,0,0,0,6,7,0,0,112,53,54,54,478,98,16,1,11,39,12,0,95,7,0,2,4.26,4.34,4.34,4.19,4.45,1.22,7.63,3.13,2.44,0.88,19.9,8.2,11.7,0.273,70.9,3.39,3.99,-0.2,83.44,74.93,87.28,0.233,0.313,0.355,0.668,1986,94.6,17.7,4.15,7,33.3,5,23.8,7,0,0,55,4.4,8,12,40,0,0,6,0,0,5.33,94.57,1.2,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,6,0,0,0,0,0,319,42.8,9,45.8,54.8,2.4,0.8,6,7.1,1.19467857,1.0999,0.909173561,86.86767955,78.97779758,0.222918413,86.9010025,79.00809392,0.221596133,86.9010025,79.00809392,0.221596133,83.806816,76.19494145,0.19072797
백정현,Samsung,21,6.2,27,27,0,0,0,0,14,5,0,0,157.2,46,54,53.3,648,142,25,1,15,54,2,2,109,6,0,5,2.63,3.08,3.04,2.98,4.23,1.24,6.22,3.08,2.02,0.86,16.8,8.3,8.5,0.274,81.4,3.19,4.38,-1.61,56.27,58.05,90.7,0.244,0.308,0.367,0.675,2503,92.7,15.9,3.86,15,55.6,5,18.5,6,0,0,106,6.1,17,9,65.4,0,0,13,2,15.4,5.84,92.7,3.39,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,13,2,15.4,0,0,0,463,46,3.9,46.4,50.3,3.7,0.9,6.2,8.5,1.154822073,1.0818,0.924385284,66.27694178,61.26542964,0.136253198,65.77352533,60.80007888,0.133322531,65.77352533,60.80007888,0.133322531,58.887775,54.43499299,0.066781188
원태인,Samsung,21,6.01,26,26,0,0,0,0,14,7,0,0,158.2,54,59,57.8,655,147,32,1,11,51,5,1,129,4,1,5,3.06,3.35,3.28,3.11,3.65,1.25,7.32,2.89,2.53,0.62,19.7,7.8,11.9,0.3,76.6,2.91,3.97,-0.59,65.64,60.42,78.3,0.249,0.313,0.362,0.675,2522,97,15.9,3.85,16,61.5,10,38.5,5,0,0,72,4.1,15,8,65.2,0,0,5,2,40,6.1,97,3.18,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,5,2,40,0,0,0,453,49.8,7.7,39.1,46.8,3.4,1.1,5,8.8,1.154822073,1.0818,0.924385284,69.06654166,63.84409471,0.148870402,68.73480405,63.53744135,0.146593436,68.73480405,63.53744135,0.146593436,66.633675,61.59518822,0.107566356
뷰캐넌,Samsung,21,5.76,30,30,0,1,1,1,16,5,0,0,177,61,71,69.8,758,173,25,4,13,59,2,2,162,11,0,7,3.1,3.61,3.55,3.55,3.39,1.31,8.24,3,2.75,0.66,21.4,7.8,13.6,0.308,75.5,2.58,3.77,-0.28,66.47,69.02,72.57,0.25,0.31,0.355,0.665,2967,98.9,16.8,3.91,20,66.7,5,16.7,4,0,0,132,6.7,18,10,64.3,0,0,12,2,16.7,5.9,98.9,2.61,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,12,2,16.7,0,0,0,519,57,3,36.4,39.4,3.6,1.4,6.2,11,1.154822073,1.0818,0.924385284,72.77158518,67.26898242,0.165628107,72.57006427,67.08269945,0.16378107,72.57006427,67.08269945,0.16378107,67.82253,62.69415109,0.113826155
켈리,LG,20,5.84,28,28,0,1,1,1,15,7,0,0,173.1,64,67,67,705,160,29,1,16,40,11,0,134,5,0,4,3.32,3.48,3.48,3.73,4.07,1.15,6.96,2.08,3.35,0.83,19,5.7,13.3,0.287,76.2,3.06,3.8,-0.75,74.41,76.12,91.2,0.247,0.301,0.369,0.67,2621,93.6,15.1,3.72,20,71.4,9,32.1,0,0,0,97,5,18,10,64.3,0,0,0,0,0,6.19,93.61,2.76,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,501,49.2,3.7,43.5,47.1,3.7,1,6.5,6.3,0.87403599,0.9362,1.068147832,70.74881881,75.5701974,0.206245295,70.5315979,75.33817336,0.203804127,70.5315979,75.33817336,0.203804127,73.45905,78.46512822,0.203659175
정찬헌,LG,20,3.38,19,19,0,1,1,1,7,4,0,0,110.1,43,51,48.05,470,116,22,1,10,31,4,0,85,4,0,5,3.51,4.16,3.92,4,4.13,1.33,6.93,2.53,2.74,0.82,18.1,6.6,11.5,0.314,73,3.15,4.02,-0.62,78.54,81.64,92.5,0.27,0.323,0.396,0.719,1757,92.5,15.9,3.74,12,63.2,2,10.5,3,0,0,80,6.5,11,7,61.1,0,0,9,6,66.7,5.81,92.47,1.42,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,9,6,66.7,0,0,0,338,49.4,3.4,44.9,48.3,2.3,1,5.9,9.5,0.87403599,0.9362,1.068147832,84.47565492,90.23248763,0.277986722,84.27497033,90.01812682,0.274973465,84.27497033,90.01812682,0.274973465,81.951004,87.53578726,0.25532653
윌슨,LG,20,2.69,25,25,0,0,0,0,10,8,0,0,144.2,71,81,78.95,628,161,23,2,13,39,8,0,109,7,1,3,4.42,5.04,4.91,5.16,4.19,1.38,6.78,2.43,2.79,0.81,17.4,6.2,11.1,0.326,66.8,3.21,4.06,0.23,98.9,105.35,93.78,0.282,0.334,0.398,0.732,2330,93.2,16.1,3.71,14,56,4,16,3,0,0,114,7.1,15,10,60,0,0,10,4,40,5.79,93.2,0.12,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,10,4,40,0,0,0,454,50.8,4.2,41.7,46,3.2,1.1,6,8.1,0.87403599,0.9362,1.068147832,100.4891762,107.3372956,0.361679194,100.602807,107.4586701,0.359526315,100.602807,107.4586701,0.359526315,110.23964,117.7522317,0.427442336
차우찬,LG,20,0.56,13,13,0,0,0,0,5,5,0,0,64,38,39,38.15,287,71,14,1,8,28,2,1,51,4,0,1,5.34,5.48,5.36,6.2,4.94,1.55,7.17,3.94,1.82,1.13,17.8,9.8,8,0.321,68.9,3.57,4.44,0.4,119.65,126.74,110.69,0.284,0.354,0.444,0.798,1159,89.2,18.1,4.04,6,46.2,2,15.4,1,0,0,40,5.6,6,7,46.2,0,0,4,2,50,4.92,89.15,-0.58,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,4,2,50,0,0,0,196,41.7,2.9,51.9,54.9,3.4,0.8,7.1,4.2,0.87403599,0.9362,1.068147832,110.9775724,118.5404533,0.416495359,110.7690408,118.3177107,0.412171627,110.7690408,118.3177107,0.412171627,117.04348,125.0197393,0.468838766
켈리,LG,21,5.89,30,30,0,0,0,0,13,8,0,0,177,62,64,63.15,744,160,25,0,12,60,11,3,142,7,1,7,3.15,3.25,3.21,3.38,3.76,1.24,7.22,3.05,2.37,0.61,19.1,8.1,11,0.287,78,3.03,4.08,-0.61,75.36,73.35,89.85,0.241,0.312,0.333,0.645,2902,96.7,16.4,3.9,17,56.7,5,16.7,4,0,0,93,4.7,16,12,57.1,0,0,4,2,50,5.9,96.73,2.75,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,4,2,50,0,0,0,515,49.9,6,40.1,46.1,4,1.1,4.9,9.4,0.886837121,0.9531,1.049207848,67.40981807,70.72691015,0.182547473,67.18696994,70.49309615,0.180314888,67.18696994,70.49309615,0.180314888,65.16926,68.37609707,0.146191072
임찬규,LG,21,1.88,17,17,0,0,0,0,1,8,0,0,90.2,39,45,42.05,387,76,9,3,7,41,3,1,67,4,0,5,3.87,4.47,4.17,4.5,4.31,1.29,6.65,4.07,1.63,0.7,17.3,10.6,6.7,0.262,68.2,3.48,4.59,-0.44,92.54,97.58,102.99,0.226,0.315,0.333,0.648,1446,85.1,15.9,3.74,7,41.2,3,17.6,6,0,0,38,3.8,5,8,38.5,0,0,17,6,35.3,5.33,85.06,0.27,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,17,6,35.3,0,0,0,263,44.9,8.7,44.2,52.9,2.2,0.8,4.8,3.9,0.886837121,0.9531,1.049207848,91.7010664,96.21347855,0.307251237,91.7627058,96.27815109,0.305322456,91.7627058,96.27815109,0.305322456,91.89789,96.4199855,0.305931787
쿠에바스,KT,20,4.38,27,27,0,0,0,0,10,8,0,0,158,72,80,77.45,668,152,26,1,16,46,9,0,110,8,0,4,4.1,4.56,4.41,4.38,4.54,1.25,6.27,2.62,2.39,0.91,16.5,6.9,9.6,0.282,68.6,3.44,4.25,-0.44,84.74,82.5,93.78,0.253,0.312,0.38,0.692,2518,93.3,15.9,3.77,14,51.9,7,25.9,4,0,0,108,6.2,13,14,48.1,0,0,14,5,35.7,5.85,93.26,1.57,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,14,5,35.7,0,0,0,482,47.9,5.2,44.9,50.1,2,1,6.3,10.5,1.003618272,1.001,0.999000999,92.43167808,92.33933874,0.288295377,92.44649703,92.35414289,0.286298617,92.44649703,92.35414289,0.286298617,85.39591,85.31060157,0.242651656
배제성,KT,20,4.27,26,26,0,0,0,0,10,7,0,0,141.1,62,67,65.45,619,130,30,1,12,76,4,0,83,8,1,11,3.95,4.27,4.17,4.14,5.29,1.46,5.29,4.84,1.09,0.76,13.4,12.3,1.1,0.268,74.1,4.38,5.26,-1.34,81.58,78.11,109.35,0.244,0.341,0.371,0.712,2364,90.9,16.7,3.82,10,38.5,4,15.4,9,0,0,83,5.3,15,11,57.7,0,0,14,3,21.4,5.44,90.92,1.76,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,14,3,21.4,0,0,0,441,48.2,4.8,44.3,49.1,2.6,1,5.4,8.5,1.003618272,1.001,0.999000999,92.07849898,91.98651247,0.286569026,91.71131723,91.61969753,0.28273798,91.71131723,91.61969753,0.28273798,85.41651,85.33118036,0.242768875
데스파이네,KT,21,5.95,33,33,0,0,0,0,13,10,0,0,188.2,71,81,79.8,819,175,30,3,10,78,7,0,165,11,0,15,3.39,3.86,3.81,3.68,3.61,1.34,7.87,3.72,2.12,0.48,20.1,9.5,10.6,0.301,72.8,3.05,4.13,-0.22,74.07,72.97,78.9,0.243,0.322,0.335,0.657,3405,103.2,18,4.16,21,63.6,7,21.2,4,0,0,113,5.4,18,13,58.1,0,0,19,3,15.8,5.72,103.18,2.6,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,19,3,15.8,0,0,0,548,52.9,3.2,39.5,42.7,4.4,1.2,4.1,4.6,0.985618408,1.0023,0.997705278,78.71024683,78.52962868,0.220725558,78.60749907,78.42711671,0.218779519,78.60749907,78.42711671,0.218779519,75.11989,74.94750903,0.183622474
배제성,KT,21,3.91,26,26,0,0,0,0,9,10,0,0,141.2,58,67,64.1,621,126,27,1,6,82,1,1,136,12,0,9,3.68,4.26,4.07,4.02,3.69,1.47,8.64,5.21,1.66,0.38,21.9,13.2,8.7,0.306,70.6,3.27,4.36,0,80.58,79.88,80.63,0.239,0.339,0.328,0.667,2436,93.7,17.2,3.92,12,46.2,3,11.5,10,0,0,80,5.1,12,12,50,0,0,13,6,46.2,5.45,93.69,1.39,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,13,6,46.2,0,0,0,392,46.3,5.5,47,52.5,1.2,0.9,2.8,7.1,0.985618408,1.0023,0.997705278,86.82474828,86.62550961,0.260338063,86.70984077,86.51086578,0.257970043,86.70984077,86.51086578,0.257970043,87.19721,86.99711885,0.252258223
쿠에바스,KT,21,2.91,23,23,0,1,1,1,9,5,0,0,133.1,61,68,67.5,580,131,21,3,11,51,3,0,137,10,0,6,4.12,4.59,4.56,4.55,3.44,1.37,9.25,3.44,2.69,0.74,23.6,8.8,14.8,0.323,68.8,2.55,3.62,0.68,90.05,90.39,75.13,0.254,0.322,0.37,0.692,2191,95.3,16.4,3.78,11,47.8,5,21.7,4,0,0,76,5.1,12,10,54.5,0,0,13,1,7.7,5.8,95.26,0.54,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,13,1,7.7,0,0,0,372,40.9,6.9,49.9,56.8,2.3,0.7,5,7.6,0.985618408,1.0023,0.997705278,89.85625502,89.65005988,0.275136949,89.87108825,89.66485908,0.2732608,89.87108825,89.66485908,0.2732608,89.7231,89.51720917,0.266612902
소형준,KT,21,2.43,24,24,0,0,0,0,7,7,0,0,119,55,67,63.15,521,123,17,0,6,51,4,1,85,11,0,5,4.16,5.07,4.78,4.69,4.01,1.46,6.43,3.86,1.67,0.45,16.3,9.8,6.5,0.314,65.3,3.48,4.62,0.15,90.97,93.03,87.78,0.268,0.343,0.344,0.687,2097,87.4,17.6,4.03,8,33.3,4,16.7,9,0,0,77,5.8,14,10,58.3,0,0,14,6,42.9,4.96,87.38,0.32,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,14,6,42.9,0,0,0,373,59.8,2.6,34.9,37.5,2.6,1.6,4.2,9.8,0.985618408,1.0023,0.997705278,102.8696135,102.6335563,0.33866417,103.1052559,102.868658,0.337273648,103.1052559,102.868658,0.337273648,92.97721,92.76385413,0.285106108
알칸타라,Doosan,20,8.89,31,31,0,1,1,0,20,2,0,0,198.2,56,58,57.3,795,174,38,3,12,30,9,0,182,4,1,3,2.54,2.63,2.6,2.84,3.03,1.03,8.25,1.36,6.07,0.54,22.9,3.8,19.1,0.289,79.1,2.41,3.11,-0.5,56.81,57.95,67.9,0.232,0.269,0.339,0.608,3144,101.4,15.8,3.95,27,87.1,13,41.9,0,0,0,138,6.3,24,6,80,0,0,5,1,20,6.41,101.42,5.35,8.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,5,1,20,0,0,0,560,44.4,7.8,45.1,53,2.6,0.8,3.9,5.7,0.843788438,0.9321,1.072846261,51.81107479,55.58531787,0.10846086,51.59076651,55.34896096,0.106895168,51.59076651,55.34896096,0.106895168,58.714268,62.99138261,0.115519215
플렉센,Doosan,20,3.98,21,21,0,0,0,0,8,4,0,0,116.2,39,43,43,472,97,14,0,6,30,2,2,132,3,0,5,3.01,3.32,3.32,3.73,2.58,1.09,10.18,2.31,4.4,0.46,28,6.4,21.6,0.307,71.1,2.05,2.81,0.43,67.37,76.14,57.67,0.226,0.277,0.3,0.577,1953,93,16.7,4.14,12,57.1,5,23.8,7,0,0,66,5.1,13,8,61.9,0,0,2,0,0,5.56,93,1.91,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,2,0,0,0,0,0,296,45.8,7.5,42.9,50.3,3.9,0.9,3.9,18.6,0.843788438,0.9321,1.072846261,61.92472127,66.43570568,0.161550949,62.08200774,66.60444989,0.161462486,62.08200774,66.60444989,0.161462486,57.02696,61.18115917,0.105208006
유희관,Doosan,20,1.49,27,27,0,0,0,0,10,11,0,0,136.1,76,91,87.05,622,190,37,5,14,39,3,4,56,8,0,1,5.02,6.01,5.75,6.05,5.15,1.68,3.7,2.58,1.44,0.92,9,6.3,2.7,0.351,66.5,4.06,5.07,-0.13,112.34,123.7,115.21,0.335,0.378,0.491,0.869,2373,87.9,17.4,3.82,9,33.3,4,14.8,6,0,0,115,7.6,12,14,46.2,0,0,14,7,50,5.05,87.89,-0.93,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,14,7,50,0,0,0,502,40.3,4.6,51.3,55.9,3.8,0.7,4.8,5.8,0.843788438,0.9321,1.072846261,124.3444668,133.4024963,0.48921416,124.183932,133.2302671,0.484468638,124.183932,133.2302671,0.484468638,110.69933,118.7633657,0.433201853
